id	cls	lexeme	name	context	fixity	arity	precedence	associativity	canonical_ascii	domain	operand_rule	result_rule	evaluation	short_circuit	failure_policy	current_state	target_state	dependencies	description
NSR-RES-009	RESERVED	/*...*/	block comment	lexer outside literals	lexical	N	LEXICAL	N/A	N/A	future.lexer	comment bytes	no tokens	lexical	NO	current explicit unsupported diagnostic	UNSUPPORTED_CURRENT	RESERVED_FOR_FUTURE	RF52-G47/G48	Line comments are canonical; block comments remain reserved, not silently ignored.
NSR-RES-010	RESERVED	&	infix bitwise AND	general expression	infix	2	UNASSIGNED	left	bitAnd()	future.bits	Int/Bytes candidate	candidate	left then right once	NO	reserved diagnostic	METHOD_ACTIVE_SYMBOL_INACTIVE	RESERVED_TO_AVOID_CONTEXT_COLLISION	RF27-G01; RF52-G47/G48	Existing method-based bitwise API is preserved while `&` also remains available for a future unsafe/reference decision.
NSR-RES-011	RESERVED	|	infix bitwise OR/or-pattern	general expression or pattern	infix/contextual	2	UNASSIGNED	left	bitOr()	future.bits_patterns	unfrozen	unfrozen	left then right once	NO	reserved diagnostic outside approved domain grammar	METHOD_ACTIVE_SYMBOL_INACTIVE	RESERVED_TO_AVOID_CONTEXT_COLLISION	RF27-G01/G05; RF52-G47/G48	Reserved because bitwise OR, or-patterns and conditional probability compete for the same code point.
NSR-RES-012	RESERVED	~	prefix bitwise NOT	general expression	prefix	1	UNASSIGNED	right	bitNot()	future.bits	Int candidate	Int candidate	operand once	NO	reserved diagnostic	METHOD_ACTIVE_SYMBOL_INACTIVE	RESERVED	RF27-G01; RF52-G47/G48	Method form remains canonical until infix/prefix bitwise syntax is intentionally activated.
NSR-RES-013	RESERVED	<<	shift left symbol	general expression	infix	2	UNASSIGNED	left	shiftLeft()	future.bits	Int and bounded shift count candidate	Int	left then count once	NO	reserved diagnostic	METHOD_ACTIVE_SYMBOL_INACTIVE	RESERVED	RF27-G01; RF52-G47/G48	Existing bounded method semantics are not automatically exposed as an infix operator.
NSR-RES-014	RESERVED	>>	shift right symbol	general expression	infix	2	UNASSIGNED	left	shiftRight()	future.bits	Int and bounded shift count candidate	Int	left then count once	NO	reserved diagnostic	METHOD_ACTIVE_SYMBOL_INACTIVE	RESERVED	RF27-G01; RF52-G47/G48	Reserved until signed/logical right-shift profiles are unified beyond the current method contract.
NSR-RES-015	RESERVED	expr[index]	general bracket indexing	expression suffix	postfix	2	P180_SUFFIX	left	at()/get()	future.collections	indexable receiver and typed index	element or Option<Element>	receiver then index once	NO	bounds policy must be explicit	INACTIVE_CURRENT_USE_AT	RESERVED	RF27-G06/G07/G10; RF52-G47/G48	General indexing remains RESERVED. NSR-RES-015-COMPAT-1.0.1 separately preserves bound immutable Array<Int,4> with a constant Int index; `.at()` is canonical. See NSR-RES-015-PUBLIC-1.0.1-COMPATIBILITY.json.
NSR-RES-016	RESERVED	a:b	slice colon inside brackets	future slice grammar	contextual	2+	UNASSIGNED	N/A	slice()	future.collections	sliceable receiver and bounded indices	Slice	indices once	NO	bounds/step policy required	INACTIVE_CURRENT	RESERVED	RF27-G01/G06/G07; RF52-G47/G48	Reserved to avoid colliding with type and named-argument colon until a slice grammar is frozen.
NSR-RES-017	RESERVED	&expr	address/reference prefix	unsafe/FFI future profile	prefix	1	UNASSIGNED	right	explicit borrow/address API	future.unsafe	lvalue with capability and lifetime proof	typed reference/address	operand place once	NO	unsafe capability required	INACTIVE_CURRENT	RESERVED_UNSAFE	RF27-G04; RF46-G44/G46; RF52-G51	Never active in the safe core without an explicit unsafe/FFI contract.
NSR-RES-018	RESERVED	*expr	dereference prefix	unsafe/FFI future profile	prefix	1	UNASSIGNED	right	explicit dereference API	future.unsafe	typed reference/pointer with capability	referent/place	pointer once	NO	null/alignment/lifetime checked	INACTIVE_CURRENT	RESERVED_UNSAFE	RF27-G04; RF46-G44/G46; RF52-G51	Binary `*` remains core multiplication; prefix dereference is reserved.
NSR-RES-019	RESERVED	λ	lambda introducer	future callable syntax	prefix/binder	1+	CALLABLE_GRAMMAR	N/A	existing callable/lambda syntax	future.functional	parameter list and body	callable	compile-time construction; captures once	NO	capture/effect policy required	CALLABLE_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	RESERVED	RF27-G03; RF52-G47/G48	Reserved because the existing callable syntax should not be duplicated without a migration decision.
NSR-RES-020	RESERVED	↦	mapping arrow	future binder/comprehension syntax	infix/binder	2	UNASSIGNED	right	map()	future.functional	unfrozen	unfrozen	unfrozen	NO	reserved diagnostic	INACTIVE_CURRENT	RESERVED	RF27-G03/G07; RF52-G47/G48	Reserved for a possible mathematically styled mapping syntax.
NSR-RES-021	RESERVED	|x|	absolute-value delimiters	future numeric grammar	delimited	1	UNASSIGNED	N/A	abs()	future.math	numeric value	nonnegative numeric value	operand once	NO	reserved diagnostic	INACTIVE_CURRENT	RESERVED_DUE_BAR_AMBIGUITY	RF27-G14; RF52-G47/G48	Reserved because `|` already competes with patterns, probability and potential bitwise syntax.
NSR-RES-022	RESERVED	≔	definition symbol	future specification/proof grammar	infix	2	UNASSIGNED	right	definition construct	future.spec	unfrozen	unfrozen	compile-time	NO	reserved diagnostic	INACTIVE_CURRENT	RESERVED	RF46-G29; RF52-G47/G48	Reserved for formal definitions; not assignment or binding.
NSR-RES-023	RESERVED	∴ / ∵	therefore/because proof symbols	future proof prose/grammar	contextual	N	UNASSIGNED	N/A	proof narrative APIs	future.proof	unfrozen	proof narrative	compile-time	NO	reserved diagnostic	INACTIVE_CURRENT	RESERVED	RF46-G29; RF52-G47	Reserved for proof-report notation, not executable core expressions.
NSR-REJ-001	REJECTED	|>	alternative pipeline	general expression	infix	2	N/A	N/A	.	core.flow	N/A	N/A	N/A	NO	diagnostic with quick fix to receiver-first dot flow	INACTIVE_CURRENT	REJECTED_PERMANENT	RF52-G47/G48	Rejected because `.` is the canonical Nebo pipeline.
NSR-REJ-002	REJECTED	<->	alternative bidirectional arrow	general expression	infix	2	N/A	N/A	<.> if ever activated	future.flow	N/A	N/A	N/A	NO	diagnostic	INACTIVE_CURRENT	REJECTED_ALTERNATIVE	RF52-G47/G48	Rejected spelling; the historical candidate is `<.>`, itself still RESERVED.
NSR-REJ-003	REJECTED	**	alternative power	numeric expression	infix	2	N/A	N/A	^	core.numeric	N/A	N/A	N/A	NO	quick fix to `^`	INACTIVE_CURRENT	REJECTED_ALTERNATIVE	RF52-G47/G48	Rejected because `^` is the canonical power operator.
NSR-REJ-004	REJECTED	^ as XOR	XOR interpretation of caret	logic/bit expression	semantic reinterpretation	2	N/A	N/A	xor / ⊻ / bitXor()	core.logic_bits	N/A	N/A	N/A	NO	typed diagnostic explaining power versus XOR	INACTIVE_CURRENT_INFIX	REJECTED_SEMANTIC_INTERPRETATION	RF27-G01; RF52-G47/G48	Caret is power only; XOR uses `xor`, `⊻` or the existing method.
NSR-REJ-005	REJECTED	++	increment	prefix/postfix mutation	prefix/postfix	1	N/A	N/A	+= 1	core.mutation	N/A	N/A	N/A	NO	quick fix where semantics are safe	INACTIVE_CURRENT	REJECTED	RF27-G02; RF52-G47/G48	Rejected to keep mutation explicit and exactly-once.
NSR-REJ-006	REJECTED	--	decrement	prefix/postfix mutation	prefix/postfix	1	N/A	N/A	-= 1	core.mutation	N/A	N/A	N/A	NO	quick fix where semantics are safe	INACTIVE_CURRENT	REJECTED	RF27-G02; RF52-G47/G48	Rejected to avoid C-style value-before/value-after ambiguity.
NSR-REJ-007	REJECTED	cond ? a : b	C-style ternary	general expression	ternary	3	N/A	right	if/else or a typed conditional method	core.control	N/A	N/A	N/A	CONDITIONAL	dedicated unsupported-ternary diagnostic	INACTIVE_CURRENT_REJECTED_WITH_IMPRECISE_SNAPSHOT_DIAGNOSTIC	REJECTED	RF27-G02; RF52-G47/G48	Rejected in favor of explicit flow-first conditional constructs.
NSR-REJ-008	REJECTED	a ?: b	Elvis operator	general expression	binary/ternary shorthand	2	N/A	right	?? for Option or explicit conditional	core.option	N/A	N/A	N/A	CONDITIONAL	diagnostic	INACTIVE_CURRENT	REJECTED	RF27-G05; RF52-G47/G48	Rejected because `??` has a precise Option meaning.
NSR-REJ-009	REJECTED	:=	definition/assignment operator	binding or assignment	infix	2	N/A	right	value.name; or target = value;	core.binding	N/A	N/A	N/A	NO	quick fix based on context	INACTIVE_CURRENT	REJECTED	RF27-G02; RF52-G47/G48	Rejected because Nebo already separates value-first binding from assignment.
NSR-REJ-010	REJECTED	(a, b, c) as comma operator	free comma sequencing	general expression	infix	2+	N/A	left	explicit block or pipeline	core.control	N/A	N/A	N/A	NO	diagnostic	INACTIVE_CURRENT	REJECTED	RF27-G02/G03; RF52-G47/G48	Comma remains a separator and never discards intermediate expression results as an operator.
NSR-REJ-011	REJECTED	= as equality	single-equals comparison	comparison expression	infix	2	N/A	N/A	==	core.eq	N/A	N/A	N/A	NO	quick fix to `==` when no assignment is intended	INACTIVE_AS_EQUALITY	REJECTED	RF27-G02; RF52-G47/G48	Single equals is assignment only.
NSR-REJ-012	REJECTED	<>	legacy inequality	comparison expression	infix	2	N/A	N/A	!=	core.eq	N/A	N/A	N/A	NO	quick fix to `!=`	INACTIVE_CURRENT	REJECTED	RF52-G47/G48	Rejected legacy spelling.
NSR-REJ-013	REJECTED	and / or / not	textual logical operators	Boolean expression	keyword operators	1 or 2	N/A	N/A	&& / || / !	core.logic	N/A	N/A	N/A	N/A	quick fix to canonical symbols	HISTORICAL_ONLY	REJECTED_PUBLIC_ALIAS	RF52-G47/G48	Rejected to keep one ASCII core spelling plus optional mathematical Unicode aliases.
NSR-REJ-014	REJECTED	!!	force unwrap or double factorial	general expression	postfix	1	N/A	N/A	unwrapUnsafe() or doubleFactorial()	core.result_math	N/A	N/A	N/A	NO	diagnostic requiring explicit intent	INACTIVE_CURRENT	REJECTED_AMBIGUOUS	RF27-G05; RF46-G35; RF52-G47/G48	Rejected because force unwrap and double factorial are incompatible meanings.
NSR-REJ-015	REJECTED	// as integer division	integer-division operator	numeric expression	infix	2	N/A	N/A	/	core.numeric	N/A	N/A	N/A	NO	lexer treats it as a comment	IMPOSSIBLE_BY_CURRENT_LEXER	REJECTED	RF52-G47	Line comments permanently own `//`; integer division uses `/` with typed operands.
NSR-REJ-016	REJECTED	=>	alternative match/lambda arrow	match or callable syntax	separator	2	N/A	N/A	-> or current callable syntax	core.match	N/A	N/A	N/A	NO	quick fix where unambiguous	INACTIVE_CURRENT	REJECTED_PUBLIC_MATCH_SEPARATOR	RF27-G03/G05; RF52-G47/G48	The Assembly language uses `->` for bounded match arms; `=>` is not a second public spelling.
NSR-REJ-017	REJECTED	1..10	ASCII dot-dot range	range expression	infix	2	N/A	N/A	1…10 or Range.inclusive(1,10)	core.range	N/A	N/A	N/A	NO	quick fix to U+2026 or Range API	INACTIVE_CURRENT	REJECTED_AS_RANGE	RF27-G06; RF52-G47/G48	ASCII `..` is reserved for lateral flow and cannot also mean range.
NSR-REJ-018	REJECTED	ptr->field	pointer member arrow	member access	infix	2	N/A	N/A	value.field or explicit FFI API	future.unsafe	N/A	N/A	N/A	NO	diagnostic	INACTIVE_CURRENT	REJECTED_SAFE_CORE	RF27-G04; RF52-G47/G48	Rejected from safe Nebo; `->` retains signature/match meaning.
NSR-REJ-019	REJECTED	100 + 10%	implicit relative percentage addition	numeric/quantity expression	type combination	2	N/A	N/A	100 * (1 + 10%) or increase(10%)	core.quantity	Number plus Percent	N/A	N/A	NO	type diagnostic with explicit alternatives	INACTIVE_CURRENT	REJECTED_IMPLICIT_SEMANTICS	RF46-G35; RF52-G47/G48	The language never guesses that adding a Percent means increasing the left value.
NSR-REJ-020	REJECTED	a ≈ b without tolerance	approximation with hidden epsilon	numeric expression	infix usage	2	N/A	N/A	a.approxEquals(b, absolute: ..., relative: ...)	std.math.approx	N/A	N/A	N/A	NO	diagnostic requiring tolerance or Uncertain type	INACTIVE_CURRENT	REJECTED_USAGE	RF46-G35/G36; RF52-G47/G48	A global or target-dependent hidden epsilon is forbidden.
NSR-REJ-021	REJECTED	∫ returning bare Float	integral without report	calculus expression	usage	N	N/A	N/A	IntegralResult<T>	std.calculus	N/A	N/A	N/A	NO	diagnostic requiring method/tolerance/status	INACTIVE_CURRENT	REJECTED_USAGE	RF46-G36; RF52-G47	Numerical integration must expose convergence and estimated error.
NSR-REJ-022	REJECTED	a ± b as implicit Tuple	plus/minus tuple expansion	measurement expression	usage	2	N/A	N/A	Uncertain(a,b).branches()	std.measurement	N/A	N/A	N/A	NO	type diagnostic	INACTIVE_CURRENT	REJECTED_SEMANTIC_INTERPRETATION	RF46-G35; RF52-G47	`±` constructs an uncertainty-bearing value, never an implicit pair.
NSR-REJ-023	REJECTED	Text + Number	implicit Text coercion	Text expression	type combination	2	N/A	N/A	Text.format, interpolation or explicit toText()	std.text	N/A	N/A	N/A	NO	typed diagnostic	REJECTED_BY_CURRENT_TYPECHECKER_IN_TYPED_CONTEXTS	REJECTED_IMPLICIT_COERCION	RF84-G53/G59/G61; RF52-G47	Text formatting must be explicit; arithmetic addition does not stringify values.
NSR-REJ-024	REJECTED	user-defined new operator lexeme	arbitrary custom operator	language extension	any	N	N/A	N/A	implement a known operator protocol or named method	language.meta	N/A	N/A	N/A	NO	diagnostic	INACTIVE_CURRENT	REJECTED_PERMANENT	RF46-G28; RF52-G47/G48	User types may implement known protocols but may not invent symbols or precedence.
NSR-REJ-025	REJECTED	fullwidth/confusable operator forms	Unicode confusables	general source	lexical	N	N/A	N/A	registered ASCII/Unicode lexeme	source.security	N/A	N/A	N/A	NO	diagnostic prints code point and canonical replacement	INACTIVE_CURRENT	REJECTED_SECURITY	RF52-G47/G48/G51	Only explicitly registered Unicode aliases are accepted; NFKC/fullwidth lookalikes are rejected.
NSR-REJ-026	REJECTED	%% in expression	double-percent arithmetic	general expression	infix/postfix	N	N/A	N/A	% or a format-template `%%`	core.numeric_text	N/A	N/A	N/A	NO	contextual diagnostic	INACTIVE_CURRENT	REJECTED_OUTSIDE_TEMPLATE	RF84-G60; RF52-G47	`%%` is only a literal-percent escape inside a validated format template.
