id	lexeme	utf8_hex	codepoints	registry_class	classification	edition	context	fixity	precedence	associativity	canonical_ascii	positive_ids	negative_ids	limits	authority	registry_sha256
NSR-DOM-047	⟂	e29f82	U+27C2	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	linear/geometry profile	infix	P120_RELATIONAL	non-associative	isOrthogonalTo()	boundedoperator:dom-047-named-0,boundedoperator:dom-047-named-1	linear:orthogonal-right-scalar	Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements. Typed infix statement profile additionally supports Int extents 1..64 (cross/parallel exactly 3), tensor result at most 64 lanes; native checked kernels, distinct owned results, ordered operands and explicit program return.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-048	∥	e288a5	U+2225	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	geometry profile	infix	P120_RELATIONAL	non-associative	isParallelTo()	boundedoperator:dom-048-named-0,boundedoperator:dom-048-named-1	linear:parallel-right-scalar	Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements. Typed infix statement profile additionally supports Int extents 1..64 (cross/parallel exactly 3), tensor result at most 64 lanes; native checked kernels, distinct owned results, ordered operands and explicit program return.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-049	∫	e288ab	U+222B	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	calculus profile	binder	BINDER	N/A	integrate()	boundedoperator:dom-049-e288ab-0,boundedoperator:dom-049-696e74656772617465-0	boundedoperator:dom-049-negative	Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-050	∬	e288ac	U+222C	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	multidimensional calculus profile	binder	BINDER	N/A	integrate2D()	boundedoperator:dom-050-e288ac-0,boundedoperator:dom-050-696e746567726174653244-0	boundedoperator:dom-050-negative	Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-051	∭	e288ad	U+222D	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	multidimensional calculus profile	binder	BINDER	N/A	integrate3D()	boundedoperator:dom-051-e288ad-0,boundedoperator:dom-051-696e746567726174653344-0	boundedoperator:dom-051-negative	Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-052	∮	e288ae	U+222E	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	complex/vector calculus profile	binder	BINDER	N/A	contourIntegrate()	boundedoperator:dom-052-e288ae-0-clockwise,boundedoperator:dom-052-636f6e746f7572496e74656772617465-0-clockwise	boundedoperator:dom-052-negative	Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-053	∂	e28882	U+2202	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	calculus/autodiff/symbolic profile	prefix/binder	BINDER	N/A	partial()	boundedoperator:dom-053-e28882-0,boundedoperator:dom-053-7061727469616c-0	boundedoperator:dom-053-negative	Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-054	∇	e28887	U+2207	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	vector calculus/autodiff profile	prefix	P150_PREFIX	right	gradient()	boundedoperator:dom-054-e28887-0-0,boundedoperator:dom-054-e28887-0-1	boundedoperator:dom-054-negative	Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-055	∇·	e28887c2b7	U+2207 U+00B7	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	vector calculus profile	prefix compound	P150_PREFIX	right	divergence()	boundedoperator:dom-055-e28887c2b7-0,boundedoperator:dom-055-646976657267656e6365-0	boundedoperator:dom-055-negative	Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-056	∇×	e28887c397	U+2207 U+00D7	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	vector calculus profile	prefix compound	P150_PREFIX	right	curl()	boundedoperator:dom-056-e28887c397-0-0,boundedoperator:dom-056-e28887c397-0-1	boundedoperator:dom-056-negative	Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-057	Δ	ce94	U+0394	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	calculus/PDE profile	prefix	P150_PREFIX	right	laplacian()	boundedoperator:dom-057-ce94-0,boundedoperator:dom-057-6c61706c616369616e-0	boundedoperator:dom-057-negative	Explicit finite samples, dimensions, method, tolerance/step and budget in the current checked calculus grammar; exact rational/integer observations; no implicit integration domain, numeric truncation, live solver or hidden callback.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-058	∼	e288bc	U+223C	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	probability model profile	infix declaration/relation	SPECIAL_PROBABILITY	non-associative	distributedAs()	boundedoperator:dom-058-discrete-1-False,boundedoperator:dom-058-discrete-1-True	boundedoperator:dom-058-negative	Explicit bounded model/distribution metadata and finite rational conditional probabilities; independence is an explicit model assumption, not an inferred statistical proof.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-059	⫫	e2abab	U+2AEB	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	probability model profile	infix	P120_RELATIONAL	non-associative	independentOf()	boundedoperator:dom-059-independent-False,boundedoperator:dom-059-independent-True	boundedoperator:dom-059-negative	Explicit bounded model/distribution metadata and finite rational conditional probabilities; independence is an explicit model assumption, not an inferred statistical proof.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-060	|	7c	U+007C	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	inside `P(...)` probability grammar only	contextual separator	PROBABILITY_GRAMMAR	N/A	conditionalOn()	boundedoperator:dom-060-conditionalOn-0-numerator,boundedoperator:dom-060-conditionalOn-0-denominator	boundedoperator:dom-060-negative	Explicit bounded model/distribution metadata and finite rational conditional probabilities; independence is an explicit model assumption, not an inferred statistical proof.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-061	∀	e28880	U+2200	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	contract/solver/formal profile	binder	BINDER	N/A	forAll()	boundedoperator:dom-061-e28880-0,boundedoperator:dom-061-666f72416c6c-0	boundedoperator:dom-061-negative	Finite domain partition/result grammar, explicit proof/model status and budget; exhaustive Boolean truth tables; unknown and timeout remain distinct outcomes; this does not claim an automatic theorem prover.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-062	∃	e28883	U+2203	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	contract/solver/formal profile	binder	BINDER	N/A	exists()	boundedoperator:dom-062-e28883-0,boundedoperator:dom-062-657869737473-0	boundedoperator:dom-062-negative	Finite domain partition/result grammar, explicit proof/model status and budget; exhaustive Boolean truth tables; unknown and timeout remain distinct outcomes; this does not claim an automatic theorem prover.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-063	∄	e28884	U+2204	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	contract/solver/formal profile	binder	BINDER	N/A	notExists()	boundedoperator:dom-063-e28884-0,boundedoperator:dom-063-6e6f74457869737473-0	boundedoperator:dom-063-negative	Finite domain partition/result grammar, explicit proof/model status and budget; exhaustive Boolean truth tables; unknown and timeout remain distinct outcomes; this does not claim an automatic theorem prover.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-064	⇒	e28792	U+21D2	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	formal logic/contract profile	infix	P070_IMPLICATION	right	implies	boundedoperator:dom-064-0-0-False,boundedoperator:dom-064-0-0-True	boundedoperator:dom-064-negative	Finite domain partition/result grammar, explicit proof/model status and budget; exhaustive Boolean truth tables; unknown and timeout remain distinct outcomes; this does not claim an automatic theorem prover.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-065	⇔	e28794	U+21D4	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	formal logic/contract profile	infix	P060_EQUIVALENCE	non-associative	iff	boundedoperator:dom-065-0-0-False,boundedoperator:dom-065-0-0-True	boundedoperator:dom-065-negative	Finite domain partition/result grammar, explicit proof/model status and budget; exhaustive Boolean truth tables; unknown and timeout remain distinct outcomes; this does not claim an automatic theorem prover.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-066	⊢	e28aa2	U+22A2	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	proof profile	infix/sequent	PROOF_GRAMMAR	N/A	proves()	boundedoperator:dom-066-proved-False,boundedoperator:dom-066-proved-True	boundedoperator:dom-066-negative	Finite domain partition/result grammar, explicit proof/model status and budget; exhaustive Boolean truth tables; unknown and timeout remain distinct outcomes; this does not claim an automatic theorem prover.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-067	⊨	e28aa8	U+22A8	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	model-checking profile	infix	PROOF_GRAMMAR	N/A	satisfies()	boundedoperator:dom-067-sat-False,boundedoperator:dom-067-sat-True	boundedoperator:dom-067-negative	Finite domain partition/result grammar, explicit proof/model status and budget; exhaustive Boolean truth tables; unknown and timeout remain distinct outcomes; this does not claim an automatic theorem prover.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-068	⊼	e28abc	U+22BC	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	formal Boolean profile	infix	P090_AND	left	nand	boundedoperator:dom-068-0-0-False,boundedoperator:dom-068-0-0-True	boundedoperator:dom-068-negative	Finite domain partition/result grammar, explicit proof/model status and budget; exhaustive Boolean truth tables; unknown and timeout remain distinct outcomes; this does not claim an automatic theorem prover.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-069	⊽	e28abd	U+22BD	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	formal Boolean profile	infix	P080_OR	left	nor	boundedoperator:dom-069-0-0-False,boundedoperator:dom-069-0-0-True	boundedoperator:dom-069-negative	Finite domain partition/result grammar, explicit proof/model status and budget; exhaustive Boolean truth tables; unknown and timeout remain distinct outcomes; this does not claim an automatic theorem prover.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-070	→	e28692	U+2192	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	graph profile only	infix declaration	GRAPH_GRAMMAR	non-associative	directedEdgeTo()	boundedoperator:dom-070-endpoint-0-False,boundedoperator:dom-070-endpoint-0-True	boundedoperator:dom-070-negative	Bounded typed edge/transition descriptor and deterministic replay projection; explicit endpoints, schema, guard, effect and capability; no asynchronous external execution.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-071	↔	e28694	U+2194	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	graph profile only	infix declaration	GRAPH_GRAMMAR	non-associative	bidirectionalEdge()	boundedoperator:dom-071-endpoint-0-False,boundedoperator:dom-071-endpoint-0-True	boundedoperator:dom-071-negative	Bounded typed edge/transition descriptor and deterministic replay projection; explicit endpoints, schema, guard, effect and capability; no asynchronous external execution.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-072	⇢	e287a2	U+21E2	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	workflow/dataflow profile	infix declaration	GRAPH_GRAMMAR	non-associative	asyncEdgeTo()	boundedoperator:dom-072-endpoint-0-False,boundedoperator:dom-072-endpoint-0-True	boundedoperator:dom-072-negative	Bounded typed edge/transition descriptor and deterministic replay projection; explicit endpoints, schema, guard, effect and capability; no asynchronous external execution.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-073	⟶	e29fb6	U+27F6	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	statechart/workflow profile	infix declaration	GRAPH_GRAMMAR	non-associative	transitionTo()	boundedoperator:dom-073-endpoint-0-False,boundedoperator:dom-073-endpoint-0-True	boundedoperator:dom-073-negative	Bounded typed edge/transition descriptor and deterministic replay projection; explicit endpoints, schema, guard, effect and capability; no asynchronous external execution.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-074	⧺	e2a7ba	U+29FA	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	Text profile	infix	P130_ADDITIVE	left	concat()	boundedoperator:dom-074-bytes-0-False,boundedoperator:dom-074-bytes-0-True	boundedoperator:dom-074-negative	Current Text/Pattern finite profile: UTF-8 concat and literal/dot Pattern matching with explicit mode/work budget; matched/negated values change with content, without a fixed operator report.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-075	=~	3d7e	U+003D U+007E	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	bounded regex profile	infix	P110_EQUALITY	non-associative	matches()	boundedoperator:dom-075-match-0,boundedoperator:dom-075-match-1	boundedoperator:dom-075-negative	Current Text/Pattern finite profile: UTF-8 concat and literal/dot Pattern matching with explicit mode/work budget; matched/negated values change with content, without a fixed operator report.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-076	!~	217e	U+0021 U+007E	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	bounded regex profile	infix	P110_EQUALITY	non-associative	!matches()	boundedoperator:dom-076-match-0,boundedoperator:dom-076-match-1	boundedoperator:dom-076-negative	Current Text/Pattern finite profile: UTF-8 concat and literal/dot Pattern matching with explicit mode/work budget; matched/negated values change with content, without a fixed operator report.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-077	${...}	247b2e2e2e7d	U+0024 U+007B U+002E U+002E U+002E U+007D	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	inside interpolated Text literals only	embedded expression	TEXT_TEMPLATE_GRAMMAR	N/A	FormatPlan interpolation	interpolation:arithmetic-17-29,interpolation:arithmetic-71-29	interpolation:effect-console	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-078	%s/%d/%f/%b/%%	25732f25642f25662f25622f2525	U+0025 U+0073 U+002F U+0025 U+0064 U+002F U+0025 U+0066 U+002F U+0025 U+0062 U+002F U+0025 U+0025	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	inside validated format Text only	template token	TEXT_TEMPLATE_GRAMMAR	N/A	Text.format(...)	format:named-29,format:named-83	format:wrong-type	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-079	/name{...}	2f6e616d657b2e2e2e7d	U+002F U+006E U+0061 U+006D U+0065 U+007B U+002E U+002E U+002E U+007D	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	inside Slash-enabled Text/RenderPlan templates only	template directive	TEXT_TEMPLATE_GRAMMAR	N/A	RenderPlan directive	slash:directive-bold,slash:directive-title	slash:constructor-type	Actual typed RenderPlan(Text).render(contextual target) consumes all source statements. The existing native Slash parser and two-pass renderer own 64 finite directives, 4096 input bytes, 256 aggregate tokens, depth 16 and 32 argument bytes. Target output is an owned Text projection; its separate Console publication is observed. Unknown directives and overflowing plans fail closed. Independent G064 grammar/render oracle, actual contents, two live plans and explicit returns replace the old template metadata/seed profile.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-080	@	40	U+0040	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	declaration/metadata profile	prefix annotation	DECLARATION_GRAMMAR	N/A	@	boundedoperator:dom-080-metadata-0-levelValue,boundedoperator:dom-080-metadata-0-enabledValue	boundedoperator:dom-080-negative	Current annotation registry with typed version/level/enabled arguments, targets and bounded seed/privacy; actual argument values and masks are observed; no claim of arbitrary annotation evaluation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-001	<.	3c2e	U+003C U+002E	RESERVED	RESERVED	1;2-compatible	future flow expression	infix	UNASSIGNED	non-associative	N/A	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-002	<.>	3c2e3e	U+003C U+002E U+003E	RESERVED	RESERVED	1;2-compatible	future endpoint relation	infix	UNASSIGNED	non-associative	N/A	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-003	...	2e2e2e	U+002E U+002E U+002E	RESERVED	RESERVED	1;2-compatible	general source	contextual	UNASSIGNED	N/A	N/A	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-004	::	3a3a	U+003A U+003A	RESERVED	RESERVED	1;2-compatible	module/namespace path	infix path separator	TYPE_OR_PATH_GRAMMAR	left	N/A	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-005	#	23	U+0023	RESERVED	RESERVED	1;2-compatible	outside Text/comments	prefix/contextual	UNASSIGNED	N/A	N/A	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-006	#RRGGBB	23525247474242	U+0023 U+0052 U+0052 U+0047 U+0047 U+0042 U+0042	RESERVED	RESERVED	1;2-compatible	future Color literal	literal	LITERAL	N/A	"Color.hex(""#RRGGBB"")"	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-007	$	24	U+0024	RESERVED	RESERVED	1;2-compatible	general source	prefix/contextual	UNASSIGNED	N/A	N/A	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-008	`...`	602e2e2e60	U+0060 U+002E U+002E U+002E U+0060	RESERVED	RESERVED	1;2-compatible	future raw/tagged template	delimited	TEXT_GRAMMAR	N/A	N/A	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-009	/*...*/	2f2a2e2e2e2a2f	U+002F U+002A U+002E U+002E U+002E U+002A U+002F	RESERVED	ACTIVE_TRIVIA	1;2-compatible	lexer outside literals	lexical	LEXICAL	N/A	N/A	lexical:trivia	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-010	&	26	U+0026	RESERVED	RESERVED	1;2-compatible	general expression	infix	UNASSIGNED	left	bitAnd()	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-011	|	7c	U+007C	RESERVED	RESERVED	1;2-compatible	general expression or pattern	infix/contextual	UNASSIGNED	left	bitOr()	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-012	~	7e	U+007E	RESERVED	RESERVED	1;2-compatible	general expression	prefix	UNASSIGNED	right	bitNot()	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
