identity	surface	tier	status	target	owner	limits	proof	subgroup
claim:73edaeee7af8fba821251f30	fromRows	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:744b5bfb1b31f9747ca28d51	at	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:746fe6635d32db7df7847bf0	RED	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:RED.color()	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:753c611ed4727aad062c86e9	rank	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:7ab2abd0d6b4b87d828f0c32	argMax	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:7bb7b1a3b31bc9f2c3cb51d2	broadcastTo	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:7bc96fbdc7f152bceaa72fce	key	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:event.key()	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:7be67c7bdff47d9033e1e889	Matrix	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:7be836b65074404a981f6ec3	Socket	TARGET_GATED	TARGET_OR_ENVIRONMENT_JUSTIFIED	x86_64-systemv-elf-linux	sdk/interfaces/prelude/stdlib-registry.json	Network access explicitly forbidden in this mission; no socket or external service is opened	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:7c1ab2ba4cfefb2b57984628	Console	TARGET_GATED	TARGET_OR_ENVIRONMENT_JUSTIFIED	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:Console.scan()	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:7ebb2d214cae3bf41e5d5c02	Chart	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	sdk/interfaces/prelude/stdlib-registry.json	The experimental std.visual export is reconciled to the corrected G018 receiver-qualified Chart declarations (P, general GUI unavailable). Existing internal chart models are not a public Chart value constructor or a runtime positive. Inspect the separate g018-declaration:Chart.* rows. Current authority SHA256=0944468ee395ee0c83aa6697baf52d111053327405fafd499e3cf08d57031718	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:830fe6789739f469536e27a5	Label	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:Label.new(text)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:83e9dc5a668458ad9f7c7ad2	get	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:84e9b83734d1bfaa6cd28a75	show	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:window.show()	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:84eaf42ec815a87a5f2c75d7	Matrix	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	sdk/interfaces/prelude/stdlib-registry.json	Authenticated selective std.scientific import reaches the current typed native constructor and method owner in default and no-prelude compilation. Exact shape/value/native boundaries remain those of the receiver-qualified Matrix/Tensor rows. The visibility host consumes import declarations only; native code compiles and executes all remaining statements and the explicit return.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:8b8385699a2cdf43411b8cfe	zeros	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:901c30352afccac5ea13f641	all	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:9272814e1720f0635d3f8fd1	rectangle	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:canvas.rectangle(rect, paint)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:94b167d878a551d712b57f41	column	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:95a0f338bc6a3fb59609a016	color	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:RED.color()	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:991e691f7a47f76e2bb4033d	events	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:window.events()	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:9bc5d8b5bdfbbe552d21a9db	split	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:9cee08f100ca91b8a6ab3c48	render	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:chart.render(canvas)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:9ee15351fa05f2d506a50679	legend	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:chart.legend(options)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:a0ba8f4fcae691e3c03a109f	matvec	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:a267f38e196b6c330761b457	mean	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:a96b53c0f26eba1dc0ace438	multiplyElements	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:a96ccfa4f367e8384c8c7100	min	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:aacbb3d11cf90b4d90c7dd3e	stack	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:aadede83eaf8200b2dce8bd1	maximum	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:acdc4fddba7db7198a72c471	rows	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:ad816d7944c5e03ba68aa4d3	fromBuffer	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:b5565503717f69d120550102	layout	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:b77dcb3a1673a00fe5bbc4e9	matmulInto	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:b957ab698507988fdc54a458	max	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:b9f0160b7b952ba5f91ef585	divideElements	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:bd045a133b9568b595a4fb67	concatenate	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:bd5234c735e3dc9003535c2a	accessibility	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:widget.accessibility()	NO_STABLE_RUNTIME_CLAIM	G178-S08
