identity	ownership	effects	capabilities	import_grants_capability	limits	negative_cases
g009-public:Node.replaceValue	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:node-wrong-replacement
g009-public:Node.value	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:node-value-arity
g009-public:Node<Int> value	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:node-wrong-replacement
g009-public:Node<Int>.new	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:node-wrong-replacement
g009-public:Tree.addChild	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-raw-handle,relation:tree-wrong-child-value
g009-public:Tree.children	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-children-node-type
g009-public:Tree.height	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-height-arity
g009-public:Tree.lowestCommonAncestor	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-lca-node-type
g009-public:Tree.parent	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-parent-node-type
g009-public:Tree.postorder	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-postorder-arity
g009-public:Tree.preorder	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-preorder-arity
g009-public:Tree.removeSubtree	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-removeSubtree-node-type
g009-public:Tree.root	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-root-arity
g009-public:Tree<Int>.new	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-type,relation:tree-payload-type,relation:tree-copy
g009-public:traversal.next	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:traversal-released
g009-public:traversal.path	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:traversal-path-arity
g009-public:traversal.stopWhen	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:traversal-bad-predicate
g010-public:Column.cast<U>	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 nullable Int cells; native missing bitmap, checked aggregates and Int/UInt cast storage; UInt is not an implicit process status; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-cast-type,data:column-dtype-coalesce,data:column-uint-process-status
g010-public:Column.coalesce	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 nullable Int cells; native missing bitmap, checked aggregates and Int/UInt cast storage; UInt is not an implicit process status; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-coalesce-type,data:column-dtype-coalesce
g010-public:Column.countMissing	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 nullable Int cells; native missing bitmap, checked aggregates and Int/UInt cast storage; UInt is not an implicit process status; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-countMissing-arity
g010-public:Column.dropMissing	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 nullable Int cells; native missing bitmap, checked aggregates and Int/UInt cast storage; UInt is not an implicit process status; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-dropMissing-arity
g010-public:Column.fillMissing	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 nullable Int cells; native missing bitmap, checked aggregates and Int/UInt cast storage; UInt is not an implicit process status; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-fillMissing-type
g010-public:Column.get	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 nullable Int cells; native missing bitmap, checked aggregates and Int/UInt cast storage; UInt is not an implicit process status; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-get-type
g010-public:Column.isMissing	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 nullable Int cells; native missing bitmap, checked aggregates and Int/UInt cast storage; UInt is not an implicit process status; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-isMissing-type
g010-public:Column.max	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 nullable Int cells; native missing bitmap, checked aggregates and Int/UInt cast storage; UInt is not an implicit process status; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-max-arity
g010-public:Column.min	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 nullable Int cells; native missing bitmap, checked aggregates and Int/UInt cast storage; UInt is not an implicit process status; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-min-arity
g010-public:Column.sum	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 nullable Int cells; native missing bitmap, checked aggregates and Int/UInt cast storage; UInt is not an implicit process status; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-sum-arity
g010-public:Column<Int> [values]	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 nullable Int cells; native missing bitmap, checked aggregates and Int/UInt cast storage; UInt is not an implicit process status; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-element-type
g010-public:Column<Int>.from	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 32 nullable Int cells; native missing bitmap, checked aggregates and Int/UInt cast storage; UInt is not an implicit process status; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-element-type,data:column-value-type,data:column-mixed-type,data:column-copy,data:column-from-type
g010-public:Dataset.cache	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 8 owned tables/256 rows/16384 value bytes; by-size repartition accepts 1..32 rows and preserves order; local cache policy 0/1; scan and collect preserve independent values/schema/missing; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:cache-policy-type,data:cache-arity,data:cache-invalid-2,data:cache-blocks-repartition
g010-public:Dataset.collect	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 8 owned tables/256 rows/16384 value bytes; by-size repartition accepts 1..32 rows and preserves order; local cache policy 0/1; scan and collect preserve independent values/schema/missing; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:collect-arity,data:collect-copy,data:collect-count-257,data:collect-row-not-int
g010-public:Dataset.collect.at	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 8 owned tables/256 rows/16384 value bytes; by-size repartition accepts 1..32 rows and preserves order; local cache policy 0/1; scan and collect preserve independent values/schema/missing; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:collect-at-type,data:collect-bound,data:collect-negative-index
g010-public:Dataset.collect.next	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 8 owned tables/256 rows/16384 value bytes; by-size repartition accepts 1..32 rows and preserves order; local cache policy 0/1; scan and collect preserve independent values/schema/missing; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:collect-next-arity,data:collect-option-copy,data:collect-option-twice
g010-public:Dataset.fromTables	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 8 owned tables/256 rows/16384 value bytes; by-size repartition accepts 1..32 rows and preserves order; local cache policy 0/1; scan and collect preserve independent values/schema/missing; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:dataset-empty-parts,data:dataset-over-parts,data:dataset-part-type,data:dataset-copy,data:dataset-schema-mismatch,data:dataset-schema-order-mismatch
g010-public:Dataset.partitionCount	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 8 owned tables/256 rows/16384 value bytes; by-size repartition accepts 1..32 rows and preserves order; local cache policy 0/1; scan and collect preserve independent values/schema/missing; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:dataset-partition-count-arity
g010-public:Dataset.repartition	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 8 owned tables/256 rows/16384 value bytes; by-size repartition accepts 1..32 rows and preserves order; local cache policy 0/1; scan and collect preserve independent values/schema/missing; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:repartition-size-type,data:repartition-arity,data:repartition-invalid-0,data:repartition-invalid-33,data:repartition-65-7
g010-public:Dataset.scan	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 8 owned tables/256 rows/16384 value bytes; by-size repartition accepts 1..32 rows and preserves order; local cache policy 0/1; scan and collect preserve independent values/schema/missing; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:dataset-scan-copy,data:dataset-scan-option-copy,data:dataset-scan-option-twice
g010-public:Dataset.scan.sink	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 8 owned tables/256 rows/16384 value bytes; by-size repartition accepts 1..32 rows and preserves order; local cache policy 0/1; scan and collect preserve independent values/schema/missing; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:dataset-sink-receiver-type,data:dataset-sink-return-type,data:dataset-sink-extra-argument,data:dataset-scan-callback-trap
g010-public:Dataset.schema	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Up to 8 owned tables/256 rows/16384 value bytes; by-size repartition accepts 1..32 rows and preserves order; local cache policy 0/1; scan and collect preserve independent values/schema/missing; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:dataset-schema-arity
g010-public:Event<Int>.value	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Finite 64-event Int profile; 16 ordered lazy stages; native cursor, typed callbacks and owned List batches; logical-timestamp windows are separately exercised; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:event-type
g010-public:Flow<Int>.value	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Finite 64-event Int profile; 16 ordered lazy stages; native cursor, typed callbacks and owned List batches; logical-timestamp windows are separately exercised; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:flow-type
g010-public:Row.from	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int cells; up to 8 ordered fields and 32 rows; owned UTF-8 names/type/nullability and missing bits; native schema/row/table owners; stable ascending single-key sort with missing last; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:row-schema-type,data:row-value-type,data:row-value-float,data:row-copy,data:row-too-few,data:row-too-many,data:row-empty-values,data:row-missing-nonnullable
g010-public:Row.get	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int cells; up to 8 ordered fields and 32 rows; owned UTF-8 names/type/nullability and missing bits; native schema/row/table owners; stable ascending single-key sort with missing last; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:row-get-name-type,data:row-unknown-name
g010-public:Row.project	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int cells; up to 8 ordered fields and 32 rows; owned UTF-8 names/type/nullability and missing bits; native schema/row/table owners; stable ascending single-key sort with missing last; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:row-project-name-type,data:row-project-argument-type,data:row-project-empty,data:row-project-duplicate-name,data:row-project-unknown-name,data:row-project-removed-name
g010-public:Row.toTuple	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int cells; up to 8 ordered fields and 32 rows; owned UTF-8 names/type/nullability and missing bits; native schema/row/table owners; stable ascending single-key sort with missing last; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:row-to-tuple-arity,data:row-tuple-copy,data:row-tuple-static-bound,data:row-tuple-index-bound
g010-public:Schema.field	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int cells; up to 8 ordered fields and 32 rows; owned UTF-8 names/type/nullability and missing bits; native schema/row/table owners; stable ascending single-key sort with missing last; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:schema-field-name-type,data:schema-field-projection-bound,data:schema-field-missing
g010-public:Schema.indexOf	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int cells; up to 8 ordered fields and 32 rows; owned UTF-8 names/type/nullability and missing bits; native schema/row/table owners; stable ascending single-key sort with missing last; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:schema-index-name-type
g010-public:Schema.new	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Int cells; up to 8 ordered fields and 32 rows; owned UTF-8 names/type/nullability and missing bits; native schema/row/table owners; stable ascending single-key sort with missing last; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:schema-wrong-type,data:schema-wrong-name,data:schema-wrong-nullability,data:schema-field-shape,data:schema-no-fields,data:schema-over-fields,data:schema-copy,data:schema-duplicate-name,data:schema-name-over-limit
g010-public:Stream.batch	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Finite 64-event Int profile; 16 ordered lazy stages; native cursor, typed callbacks and owned List batches; logical-timestamp windows are separately exercised; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:batch-size-type,data:batch-size-arity,data:batch-copy,data:batch-size-invalid-0,data:batch-size-invalid--1,data:batch-size-invalid-65
g010-public:Stream.batch.next	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Finite 64-event Int profile; 16 ordered lazy stages; native cursor, typed callbacks and owned List batches; logical-timestamp windows are separately exercised; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:batch-option-copy
g010-public:Stream.batch.sink	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Finite 64-event Int profile; 16 ordered lazy stages; native cursor, typed callbacks and owned List batches; logical-timestamp windows are separately exercised; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:batch-sink-scalar-receiver,data:batch-sink-return-value,data:batch-sink-extra-argument
g010-public:Stream.filter	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Finite 64-event Int profile; 16 ordered lazy stages; native cursor, typed callbacks and owned List batches; logical-timestamp windows are separately exercised; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:stream-filter-return-type
g010-public:Stream.map	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Finite 64-event Int profile; 16 ordered lazy stages; native cursor, typed callbacks and owned List batches; logical-timestamp windows are separately exercised; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:stream-map-return-type,data:stream-map-arity,data:stream-map-type
g010-public:Stream.next	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Finite 64-event Int profile; 16 ordered lazy stages; native cursor, typed callbacks and owned List batches; logical-timestamp windows are separately exercised; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:stream-next-arity
g010-public:Stream.sink	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Finite 64-event Int profile; 16 ordered lazy stages; native cursor, typed callbacks and owned List batches; logical-timestamp windows are separately exercised; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:stream-sink-return-type,data:stream-sink-batch-receiver
