rule_id	subgroup	kind	subject	requirement	profile	authority	authority_sha256	test_count
N1-PUBLIC-96babd6bf45c82871120132a	S02	PUBLIC_DECLARATION	g008-public:Dict.keys	The public declaration Dict.keys in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Dict.keys	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	5
N1-PUBLIC-5396cc85d6d7f3ef73cae875	S02	PUBLIC_DECLARATION	g008-public:Dict.length	The public declaration Dict.length in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Dict.length	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	4
N1-PUBLIC-e48b0e3cdd2fdeaea6043c54	S02	PUBLIC_DECLARATION	g008-public:Dict.loadFactor	The public declaration Dict.loadFactor in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Dict.loadFactor	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	4
N1-PUBLIC-6681c04ce38dedc69249550f	S02	PUBLIC_DECLARATION	g008-public:Dict.maxProbeLength	The public declaration Dict.maxProbeLength in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Dict.maxProbeLength	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	2
N1-PUBLIC-d04e6e464b427aee7f5065c1	S02	PUBLIC_DECLARATION	g008-public:Dict.remove	The public declaration Dict.remove in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Dict.remove	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-6327e55297394153cd76379e	S02	PUBLIC_DECLARATION	g008-public:Dict.reseed	The public declaration Dict.reseed in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Dict.reseed	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-15b6a63e1461f09463bac2e9	S02	PUBLIC_DECLARATION	g008-public:Dict.reserve	The public declaration Dict.reserve in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Dict.reserve	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	2
N1-PUBLIC-799a2c5ccfdb149433e21c2f	S02	PUBLIC_DECLARATION	g008-public:Dict.retain	The public declaration Dict.retain in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Dict.retain	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	15
N1-PUBLIC-7422295afca6ba0c5834065e	S02	PUBLIC_DECLARATION	g008-public:Dict.toSortedEntries	The public declaration Dict.toSortedEntries in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Dict.toSortedEntries	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	8
N1-PUBLIC-3b38a310aa3a6d812a3902d5	S02	PUBLIC_DECLARATION	g008-public:Dict.validateInvariants	The public declaration Dict.validateInvariants in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Dict.validateInvariants	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	2
N1-PUBLIC-55f27d8a87215540d4225403	S02	PUBLIC_DECLARATION	g008-public:Dict.values	The public declaration Dict.values in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Dict.values	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	4
N1-PUBLIC-603494af5d58473fdc76369d	S02	PUBLIC_DECLARATION	g008-public:Dict<Int,Int>.new	The public declaration Dict<Int,Int>.new in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Dict<Int,Int>.new	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	4
N1-PUBLIC-8a2a8b49b8eaf77c6a1db689	S02	PUBLIC_DECLARATION	g008-public:Dict<Int,Int>.withCapacity	The public declaration Dict<Int,Int>.withCapacity in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Dict<Int,Int>.withCapacity	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	6
N1-PUBLIC-230cc4e71e18a0a6386b1307	S02	PUBLIC_DECLARATION	g008-public:Hasher.finish	The public declaration Hasher.finish in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Hasher.finish	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	2
N1-PUBLIC-cddbd3b08b3ef3f276b6f38c	S02	PUBLIC_DECLARATION	g008-public:Hasher.new	The public declaration Hasher.new in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Hasher.new	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-58db520ee7b3924e69488682	S02	PUBLIC_DECLARATION	g008-public:Hasher.writeBytes	The public declaration Hasher.writeBytes in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Hasher.writeBytes	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-730c15e966731ce109936a30	S02	PUBLIC_DECLARATION	g008-public:Int.equals	The public declaration Int.equals in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Int.equals	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	2
N1-PUBLIC-b77376294ca182ab200a8ad2	S02	PUBLIC_DECLARATION	g008-public:Int.hash	The public declaration Int.hash in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Int.hash	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	2
N1-PUBLIC-c1c667684c1346c0d6a75eb6	S02	PUBLIC_DECLARATION	g008-public:Int.hashStable	The public declaration Int.hashStable in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Int.hashStable	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	2
N1-PUBLIC-a7e1c23a5af0cc96cc0f4a6a	S02	PUBLIC_DECLARATION	g008-public:Set.contains	The public declaration Set.contains in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Set.contains	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	2
N1-PUBLIC-3e85e8c7ace0e376e4aab492	S02	PUBLIC_DECLARATION	g008-public:Set.difference	The public declaration Set.difference in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Set.difference	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-47540907dbb79561376cc311	S02	PUBLIC_DECLARATION	g008-public:Set.insert	The public declaration Set.insert in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Set.insert	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	2
N1-PUBLIC-de767b0d43b0bd3655e3eb0c	S02	PUBLIC_DECLARATION	g008-public:Set.intersection	The public declaration Set.intersection in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Set.intersection	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-4c221817cc635be360af71a7	S02	PUBLIC_DECLARATION	g008-public:Set.isSubsetOf	The public declaration Set.isSubsetOf in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Set.isSubsetOf	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	2
N1-PUBLIC-e642d14d9a849b1d5c715e83	S02	PUBLIC_DECLARATION	g008-public:Set.remove	The public declaration Set.remove in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Set.remove	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	2
N1-PUBLIC-2c992f2068d51f5af9328d1e	S02	PUBLIC_DECLARATION	g008-public:Set.union	The public declaration Set.union in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Set.union	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-14a8a2fc23f033d87ca9be07	S02	PUBLIC_DECLARATION	g008-public:Set<Int>.new	The public declaration Set<Int>.new in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:Set<Int>.new	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	2
N1-PUBLIC-45f084e323c5a1c62bcfaef3	S02	PUBLIC_DECLARATION	g008-public:hash.deterministic	The public declaration hash.deterministic in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:hash.deterministic	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	5
N1-PUBLIC-2cc86c0d896391dc341c095d	S02	PUBLIC_DECLARATION	g008-public:hash.randomized	The public declaration hash.randomized in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 key/value; native capacity 8..64; caller storage; source runtime observations; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g008-public:hash.randomized	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-f1b14455e7e7b0b81097011d	S02	PUBLIC_DECLARATION	g009-public:Graph.addEdge	The public declaration Graph.addEdge in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g009-public:Graph.addEdge	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	8
N1-PUBLIC-9cb5b3ab8911d122652a7efa	S02	PUBLIC_DECLARATION	g009-public:Graph.addNode	The public declaration Graph.addNode in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g009-public:Graph.addNode	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	4
N1-PUBLIC-89dc142c4c00532a55701d2d	S02	PUBLIC_DECLARATION	g009-public:Graph.breadthFirst	The public declaration Graph.breadthFirst in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g009-public:Graph.breadthFirst	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	8
N1-PUBLIC-f48a7ba32c3fb5984420d535	S02	PUBLIC_DECLARATION	g009-public:Graph.connectedComponents	The public declaration Graph.connectedComponents in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g009-public:Graph.connectedComponents	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	6
N1-PUBLIC-c437dbd146bdcb27472c01b2	S02	PUBLIC_DECLARATION	g009-public:Graph.depthFirst	The public declaration Graph.depthFirst in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g009-public:Graph.depthFirst	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-c791e88b45f189f27edd4c46	S02	PUBLIC_DECLARATION	g009-public:Graph.dijkstra	The public declaration Graph.dijkstra in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g009-public:Graph.dijkstra	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	5
N1-PUBLIC-f681efbf1b9fbc4d891fdd8f	S02	PUBLIC_DECLARATION	g009-public:Graph.hasCycle	The public declaration Graph.hasCycle in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Int64 payloads/nonnegative weights; 32 nodes/256 edges; authenticated owner/handle pairs; native paths/partitions; BFS current path; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g009-public:Graph.hasCycle	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
