item_id	subject	defined_value	failure_policy	scope	authority	state
ID-PUBLIC-78440ca81515bc72149ab339	claim:d87e5aa71b4e98274d214d47	Actual Int64/binary64 lanes, extent 1..64; checked Int sum, native compensated Float sum, explicit population/sample and linearType7 policies; 1536-byte caller workspace isolates conversion/quantile scratch; source values unchanged; native domain/overflow traps and NaN propagation are observed; no source report or synthetic aggregate Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	statistics:arity-median	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:d87e5aa71b4e98274d214d47	DECLARED
ID-PUBLIC-1a11e4e0ce7103e12a5017ad	claim:d9af5dbe5cd58b17c26c06a6	Spelling alias for g008-public:Dict.capacity; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:use-after-move	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:d9af5dbe5cd58b17c26c06a6	DECLARED
ID-PUBLIC-f5ba79b0421e9cbf01dbff2a	claim:da20bfa83f48811c625e1146	Spelling alias only; inspect every qualified declaration: g018-declaration:console.clear(); g018-declaration:canvas.clear(color) Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:clear-arity,console:close-clear	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:da20bfa83f48811c625e1146	DECLARED
ID-PUBLIC-c68afd5b8129ed1d60d05c86	claim:dab9d08c0346a6a395720dae	Contextual alias for g170-scan:mock; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:duplicate-mock,scan:mock-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:dab9d08c0346a6a395720dae	DECLARED
ID-PUBLIC-459647e7a64c9eb25c96f6e5	claim:dca093f988973a0a07cdd72b	Spelling alias for g009-public:Graph.dijkstra; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:graph-dijkstra-nodes-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:dca093f988973a0a07cdd72b	DECLARED
ID-PUBLIC-030d65af32c91587755ef389	claim:ddd75188695701aa50db12fa	Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	math:math-text-return,math:record-capacity-plus-one	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:ddd75188695701aa50db12fa	DECLARED
ID-PUBLIC-08bb98b2e6a42bc992dd4ef3	claim:de9488198c88a7f95371751a	replaceAll(Text,Text); 4096 output bytes; non-overlapping; ; owned caller workspace; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:type-replaceAll	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:de9488198c88a7f95371751a	DECLARED
ID-PUBLIC-473713f3e73483e249a1049a	claim:df4f0148b2440ecd656bf01f	Spelling alias for g009-public:Graph.connectedComponents; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:graph-connectedComponents-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:df4f0148b2440ecd656bf01f	DECLARED
ID-PUBLIC-1316009d4034edcfd974d140	claim:e1043152c29f090c6eeb1943	Spelling alias for g008-public:Int.equals; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:equals-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:e1043152c29f090c6eeb1943	DECLARED
ID-PUBLIC-968454974d28c8031c5e693f	claim:e1282f512e9258c2f1e099b7	Spelling alias for g009-public:Tree.addChild; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-raw-handle,relation:tree-wrong-child-value	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:e1282f512e9258c2f1e099b7	DECLARED
ID-PUBLIC-1d86b587e2f8948f466bd888	claim:e15da49ba928c94d5643b708	Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	math:math-text-return,math:record-capacity-plus-one	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:e15da49ba928c94d5643b708	DECLARED
ID-PUBLIC-c2c276f46656f941ebb10145	claim:e1694ab28375fdf523789369	Spelling alias for g010-public:Table.join,g010-public:Table.validate,g010-public:Table.invalidRows,g010-public:Table.groupBy,g010-public:Table.groupBy.next,g010-public:Table.groupBy.sink,g010-public:Table.fromColumns,g010-public:Table.rowCount,g010-public:Table.columnCount,g010-public:Table.select,g010-public:Table.filter,g010-public:Table.sortBy; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:group-copy,data:group-empty-expect,data:group-key-arity,data:group-key-two,data:group-key-type,data:group-method-arity,data:group-missing-name,data:group-sink-type,data:join-arity,data:join-duplicate-nonkey,data:join-keys-type,data:join-kind-type,data:join-other-type,data:join-over-limit-1,data:join-over-limit-2,data:quality-constraints-arity,data:quality-constraints-type,data:quality-invalid-rows-arity,data:quality-schema-count,data:quality-schema-name,data:table-column-count-arity,data:table-copy,data:table-duplicate-name,data:table-empty-columns,data:table-filter-arity,data:table-filter-receiver-type,data:table-filter-result-type,data:table-filter-trap,data:table-row-count-arity,data:table-select-duplicate-name,data:table-select-empty,data:table-select-name-type,data:table-select-unknown-name,data:table-sort-name-type,data:table-sort-two-keys,data:table-sort-unknown-name,data:table-unequal-lengths,data:table-wrong-column,data:table-wrong-name	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:e1694ab28375fdf523789369	DECLARED
ID-PUBLIC-5f9b505e82a4a22e2ff794c9	claim:e1e12033665161272e214426	Spelling alias for g010-public:Row.toTuple; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:row-to-tuple-arity,data:row-tuple-copy,data:row-tuple-index-bound,data:row-tuple-static-bound	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:e1e12033665161272e214426	DECLARED
ID-PUBLIC-d5e2955054baf67c3f99c080	claim:e21a03c4a4d252ce269a85bb	normalizeWhitespace(); 4096 output bytes; ASCII whitespace; ; owned caller workspace; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:arity-normalizeWhitespace	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:e21a03c4a4d252ce269a85bb	DECLARED
ID-PUBLIC-0648b347872db6e4cc9b3897	claim:e28c6ed1f7608e0e538cd4e2	normalizeNewlines(); 4096 output bytes; CRLF/CR to LF; ; owned caller workspace; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:arity-normalizeNewlines	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:e28c6ed1f7608e0e538cd4e2	DECLARED
ID-PUBLIC-8ac1423d16bf585ff10a9e40	claim:e2f8aa80437d021072f2d498	Spelling alias for g008-public:Dict.entries; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:view-released	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:e2f8aa80437d021072f2d498	DECLARED
ID-PUBLIC-f13140bbd87f00f9721ee8db	claim:e373f34ea6d115dc9edf77b3	Contextual alias for g170-scan:confirmSecret; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:confirm-eof-result,scan:confirm-binding-failure,scan:confirm-needs-secret,scan:security-arity-confirmSecret	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:e373f34ea6d115dc9edf77b3	DECLARED
ID-PUBLIC-ebbb5cbaa9128cf282edd620	claim:e51b046dbfa30b7291fbad28	Binary64 actual receiver and once-evaluated arguments; classifiers include IEEE subnormal/NaN/infinity/signed zero; explicit rounding modes restore caller control word; finite round magnitude <2^63; approxEquals preserves two source arguments with Vector<Float> tolerance [absolute,relative], exactly two lanes (runtime shape checked); nonnegative/non-NaN tolerances, identical infinities equal and distinct infinities unequal; Uncertain methods claim only exact typed operands; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	precision:classifier-extra-argument	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:e51b046dbfa30b7291fbad28	DECLARED
ID-PUBLIC-18f0ec86930d0a201dc36535	claim:e664b92dda5c99ae936f11a7	Binary64 actual receiver and once-evaluated arguments; classifiers include IEEE subnormal/NaN/infinity/signed zero; explicit rounding modes restore caller control word; finite round magnitude <2^63; approxEquals preserves two source arguments with Vector<Float> tolerance [absolute,relative], exactly two lanes (runtime shape checked); nonnegative/non-NaN tolerances, identical infinities equal and distinct infinities unequal; Uncertain methods claim only exact typed operands; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	precision:round-mode-type,precision:round-missing-mode,precision:round-extra-mode,precision:round-process-return,precision:round-domain-0-positive-bound	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:e664b92dda5c99ae936f11a7	DECLARED
ID-PUBLIC-1b3348c920fb0f7fb2c1569e	claim:e7f93db4bceb04c0ad2147b4	Spelling alias for g009-public:Graph.breadthFirst; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:graph-breadthFirst-node-type,relation:traversal-borrow	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:e7f93db4bceb04c0ad2147b4	DECLARED
ID-PUBLIC-b6f9e3ee885433daa0757966	claim:e8149ff28098a7f2e0908db7	Contextual alias for g170-scan:mask; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:option-type-mask	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:e8149ff28098a7f2e0908db7	DECLARED
ID-PUBLIC-e6cffe71f40e9581e11cc286	claim:ea1c3af532dae0be53acddcd	Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	math:math-text-return,math:record-capacity-plus-one	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:ea1c3af532dae0be53acddcd	DECLARED
ID-PUBLIC-4839382e0102155bb8c0ab91	claim:eac52e4a95d35b1330df17ef	Spelling alias for g008-public:Dict<Int,Int>.new,g008-public:Set<Int>.new,g008-public:Hasher.new; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:hasher-seed-type,dict:key-type,dict:set-new-arity,dict:value-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:eac52e4a95d35b1330df17ef	DECLARED
ID-PUBLIC-1377584979be2e237ceced3d	claim:ebc047cacea7df56097706f2	Actual owned typed Regex.compile(pattern) with the current default options, Regex.escape(Text), and isMatch(Text), reusing native pattern_find rather than a Python runtime or fixed report. Initial public native profile is Unicode literal patterns and escaped punctuation only: 256 pattern bytes, 4096 text bytes, 65536 search steps. Regex metacharacter operators/captures and custom options are explicitly rejected in this source profile; the wider SDK model is not counted as native source coverage. Independent Python re search/escape oracles, two live values and explicit return variations are executed. Literal matching and escaped punctuation; 256 pattern bytes; 4096 input bytes; bounded steps; no full regex claim	regex:compile-type,regex:match-type,regex:status-type,regex:pattern-domain-0,regex:text-domain,regex:steps-domain	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:ebc047cacea7df56097706f2	DECLARED
ID-PUBLIC-62077b509cce17098e5acb63	claim:ebc56343af6bbadff156dda5	Spelling alias for g010-public:Row.project; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:row-project-argument-type,data:row-project-duplicate-name,data:row-project-empty,data:row-project-name-type,data:row-project-removed-name,data:row-project-unknown-name	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:ebc56343af6bbadff156dda5	DECLARED
ID-PUBLIC-6c82b3440ffac59c78afff4d	claim:ec6979e772820bedad52b29f	trimEnd(); input bytes; ; borrowed view; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:arity-trimEnd	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:ec6979e772820bedad52b29f	DECLARED
ID-PUBLIC-bb4ac35bd94c4e151f4e7f32	claim:ed6761c74b27ad1b60f145eb	Contextual alias for g170-scan:password; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:weak-secret,scan:option-arity-password	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:ed6761c74b27ad1b60f145eb	DECLARED
ID-PUBLIC-6fb9d867fc6efd5c752f9c3b	claim:edba8deaca5346c91645f9ed	Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	composite:range-zero-step	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:edba8deaca5346c91645f9ed	DECLARED
ID-PUBLIC-882f4f2141230553560dd599	claim:ee65c8536fe60039f4a5f212	Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	math:math-text-return,math:record-capacity-plus-one	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:ee65c8536fe60039f4a5f212	DECLARED
ID-PUBLIC-428618ddadb1f897873f83fa	claim:ef117fcc0e9f03791231e0cf	Spelling alias for g010-public:Column.sum; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-sum-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:ef117fcc0e9f03791231e0cf	DECLARED
ID-PUBLIC-65250a15ef24fdc8dd0ec4b9	claim:efa3beb45cb68277b395a2a8	Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	math:math-text-return,math:record-capacity-plus-one	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:efa3beb45cb68277b395a2a8	DECLARED
ID-PUBLIC-c3a57b408dda9dfac6dfa730	claim:f0579b177e3fb61a2d0cdd03	Spelling alias for g009-public:Node.replaceValue; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:node-wrong-replacement	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:f0579b177e3fb61a2d0cdd03	DECLARED
ID-PUBLIC-51d61e84ef84d142e5ed2f71	claim:f1f3aa4cde215a622900f030	Actual Int64/binary64 vector lanes; extent 1..64; typed filled/literal constructors; native vector algorithms and separate owned frames; exact shape/type checks; constant index bounds and dynamic native checks; linked scalar spills preserve RHS allocations; no whole-source report; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	vector:filled-type-Int-true,vector:filled-type-Float-17,vector:empty-arguments,vector:extra-arguments	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:f1f3aa4cde215a622900f030	DECLARED
ID-PUBLIC-85019085043659ddc57a58fd	claim:f21e8f40ed63519f770b9251	Contextual alias for g170-scan:field; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:field-key-type,scan:field-value-type,scan:field-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:f21e8f40ed63519f770b9251	DECLARED
ID-PUBLIC-452a283c0611d3a49de68df5	claim:f5e7ec639e82011bf56bb6ab	Binary64 actual receiver and once-evaluated arguments; classifiers include IEEE subnormal/NaN/infinity/signed zero; explicit rounding modes restore caller control word; finite round magnitude <2^63; approxEquals preserves two source arguments with Vector<Float> tolerance [absolute,relative], exactly two lanes (runtime shape checked); nonnegative/non-NaN tolerances, identical infinities equal and distinct infinities unequal; Uncertain methods claim only exact typed operands; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	precision:classifier-extra-argument	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:f5e7ec639e82011bf56bb6ab	DECLARED
ID-PUBLIC-48f497839164f3ad1ccb7250	claim:f63e75ad5095ebabf67198ad	Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	composite:generic-hash-eq-failure	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:f63e75ad5095ebabf67198ad	DECLARED
ID-PUBLIC-468139543624eabcffa6fdee	claim:f6db667ad6eb8d84d0a4c098	Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	composite:generic-ord-bool	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:f6db667ad6eb8d84d0a4c098	DECLARED
ID-PUBLIC-63534d12481bd6ede534c8e0	claim:f6f3bdc4481d28e97276b5ee	Spelling alias for g009-public:Tree.parent; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-parent-node-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:f6f3bdc4481d28e97276b5ee	DECLARED
ID-PUBLIC-1f1ac8e1c63e04699fb8a8b1	claim:f7adc0185da65a7014d9fd8e	Contextual alias for g170-scan:scan; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:invalid-process-type,scan:unknown	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:f7adc0185da65a7014d9fd8e	DECLARED
ID-PUBLIC-d228915ff623266cf4ff328d	claim:f964af5f37200ef063a4f559	Spelling alias for g010-public:Column.dropMissing; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-dropMissing-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:f964af5f37200ef063a4f559	DECLARED
ID-PUBLIC-d62468f7262f939db2caa8b3	claim:f9aa11780a5d6e2053cc2d1f	Contextual alias for g170-scan:enum; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:choice-variant-enum-absent,scan:choice-type-enum	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:f9aa11780a5d6e2053cc2d1f	DECLARED
ID-PUBLIC-666132fa5bcc33bf183722ed	claim:f9d361b4f62271e8a2dd6e6d	Spelling alias for g010-public:Column.countMissing; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-countMissing-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:f9d361b4f62271e8a2dd6e6d	DECLARED
ID-PUBLIC-6f6fe376d363a8d469dc7541	claim:fb586a453cf389e6ca5ed7ed	Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:bare-color	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:fb586a453cf389e6ca5ed7ed	DECLARED
ID-PUBLIC-eed3021c201d93e268042832	claim:fdc16e93d3b89cd08b34b44b	Spelling alias for g008-public:Dict.values; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:view-reseed	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:fdc16e93d3b89cd08b34b44b	DECLARED
ID-PUBLIC-9483bfcc14982b8f9a280c9c	claim:fe608d3195a9d10f99232fc9	takeBytes(Int); non-negative; saturates at byte length; ; borrowed view; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:type-takeBytes	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:fe608d3195a9d10f99232fc9	DECLARED
ID-PUBLIC-cae12dd8a398fd9388f6c492	claim:feb47573c015bf6f3f8c20fb	contains(Text); literal bytes; O((n-m+1)m); ; borrowed immutable receiver and argument; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:type-contains	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:feb47573c015bf6f3f8c20fb	DECLARED
