identity	name	module	layer	tier	rule_id	classification	reason
claim:b6afa9cf081896cc3c2a5f0c	map	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-362457379411c48a6cc7c288	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Stream.map; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:b77dcb3a1673a00fe5bbc4e9	matmulInto	builtin.Matrix	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report
claim:b7aeab092dbacdd8def161e7	remove	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-8977ea462583633b6a05719a	NORMATIVE_STABLE_PROFILE	Spelling alias for g008-public:Dict.remove,g008-public:Set.remove; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:b7d025f424a1282604832494	log2	std.math	STDLIB	STABLE_1_0	N1-PUBLIC-78387918d9e5f523c5ebfdbf	NORMATIVE_STABLE_PROFILE	Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix
claim:b7ffcdf5e25b3713c3415c6c	panel	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-bf6c74bf427979b29b81eb35	NORMATIVE_STABLE_PROFILE	Contextual alias for g170-scan:panel; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed.
claim:b957ab698507988fdc54a458	max	builtin.Tensor	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.
claim:b9f0160b7b952ba5f91ef585	divideElements	builtin.Matrix	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report
claim:bc28c557c108e7ae083d19ef	select	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-99040e145ca43ea5adf03737	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Table.select; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:bcaffdb822955a437c82c671	Node	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-ed1840d04dc47dfc35455d53	NORMATIVE_STABLE_PROFILE	Spelling alias for g009-public:Node<Int>.new,g009-public:Node.id,g009-public:Node.value,g009-public:Node.replaceValue,g009-public:Node.degree; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:bd045a133b9568b595a4fb67	concatenate	builtin.Tensor	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.
claim:bd5234c735e3dc9003535c2a	accessibility	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:widget.accessibility()
claim:be1e782a2d56e77dcd88269d	scan	std.console	PRELUDE	STABLE_1_0	N1-PUBLIC-714d7fd1cc8448ac519d6f3a	NORMATIVE_STABLE_PROFILE	Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs.
claim:bfcf950a97aeec5198bb857d	map	builtin.Tensor	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.
claim:c01376d8eaedb654340c8593	Text.trimStart	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-2a8db99bd27a75bedb8c2922	NORMATIVE_STABLE_PROFILE	trimStart(); input bytes; ; borrowed view; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:c0739f72efe3896918ce9731	standardDeviation	builtin.Vector	DOMAIN_PACK	STABLE_1_0	N1-PUBLIC-8f49aebc4e16dd787479d81a	NORMATIVE_STABLE_PROFILE	Actual Int64/binary64 lanes, extent 1..64; checked Int sum, native compensated Float sum, explicit population/sample and linearType7 policies; 1536-byte caller workspace isolates conversion/quantile scratch; source values unchanged; native domain/overflow traps and NaN propagation are observed; no source report or synthetic aggregate
claim:c0998ab6b8fbaf1f877a4314	uniform	builtin.Random	STDLIB	STABLE_1_0	N1-PUBLIC-65fa9e940b44ce607f6669b4	NORMATIVE_STABLE_PROFILE	Explicit SplitMix64 v1 state, no entropy capability; native finite-domain distributions and categorical Float Vector weights; nonnegative Int uniform; shuffle of unique local mutable Int Slice at most 64 lanes; lexical creation/release provenance, separate descriptor/payload frames; sample of Int Vector/local Slice returns canonical List with 0..16 entries; independent seed/value/order oracles and rejected effectful interpolation; no whole-source report
claim:c1e8c36540cf3bee9f79998e	TcpStream	std.net	STDLIB	TARGET_GATED	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Network access explicitly forbidden in this mission; no socket or external service is opened
claim:c23da4ce0992b047ec8afe30	deterministic	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-a5f30ff7801115c2db29360d	NORMATIVE_STABLE_PROFILE	Spelling alias for g008-public:hash.deterministic; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:c555e83e61df06e38b15a258	join	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-5aa84be47c8efde969c90b33	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Table.join; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:c5b1151c2ef4cdd12eca18fe	choice	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-169cec7a3384a79124fdc778	NORMATIVE_STABLE_PROFILE	Contextual alias for g170-scan:choice; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed.
claim:c5f600d8f08de68f0db6e718	loadFactor	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-9b868e4cbdec09ae8c762432	NORMATIVE_STABLE_PROFILE	Spelling alias for g008-public:Dict.loadFactor; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:c6fcab493c85eccb852feab7	fillMissing	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-462d6b4e054945f771182900	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Column.fillMissing; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:c76165af03df20e5abaf51e2	normal	builtin.Random	STDLIB	STABLE_1_0	N1-PUBLIC-6f9e7800d1752681a405ea0d	NORMATIVE_STABLE_PROFILE	Explicit SplitMix64 v1 state, no entropy capability; native finite-domain distributions and categorical Float Vector weights; nonnegative Int uniform; shuffle of unique local mutable Int Slice at most 64 lanes; lexical creation/release provenance, separate descriptor/payload frames; sample of Int Vector/local Slice returns canonical List with 0..16 entries; independent seed/value/order oracles and rejected effectful interpolation; no whole-source report
claim:c8b14da9317fa2ae62e9ca17	Error	std.core	PRELUDE	STABLE_1_0	N1-PUBLIC-2979ce3ee94170040c455274	NORMATIVE_STABLE_PROFILE	Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs.
claim:c9361e0220afeeb004edb241	Chart	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:Chart.line(series); g018-declaration:Chart.scatter(points); g018-declaration:Chart.bar(categories, values); g018-declaration:Chart.histogram(values, bins)
claim:ca00b7de3e6e77425c82a097	randomized	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-f5dcaa5196ad30af4c30b6c1	NORMATIVE_STABLE_PROFILE	Spelling alias for g008-public:hash.randomized; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:cb16a44ffa95d8c361d0c0c8	at	builtin.Vector	DOMAIN_PACK	STABLE_1_0	N1-PUBLIC-e7cfbd6f9e922f0365b4ede0	NORMATIVE_STABLE_PROFILE	Actual Int64/binary64 vector lanes; extent 1..64; typed filled/literal constructors; native vector algorithms and separate owned frames; exact shape/type checks; constant index bounds and dynamic native checks; linked scalar spills preserve RHS allocations; no whole-source report; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite
claim:cc1d47dce2d484b84f04478a	Text.equals	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-8353a2449d1aa350d2730694	NORMATIVE_STABLE_PROFILE	equals(Text); byte-exact; O(n); ; borrowed immutable receiver and argument; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:cdd6f35f0cce52bc9393194b	contiguous	builtin.Tensor	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.
claim:cdf7651cb0c39fe2c1c7041e	field	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-d5bb97103e50a88690593e95	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Schema.field; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:ce545f606b61e12a4dfa91de	iterationOrder	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-59a6da4f63eddad53b340835	NORMATIVE_STABLE_PROFILE	Spelling alias for g008-public:Dict.iterationOrder; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:ce58a02fc4cc1d6cdeeaf444	title	builtin.visual	DOMAIN_PACK	STABLE_1_0	N1-PUBLIC-578ca400f6ab7dd4317b3f7b	NORMATIVE_STABLE_PROFILE	Spelling alias only; inspect every qualified declaration: g018-declaration:console.title(text); g018-declaration:chart.title(text)
claim:cea73b106af8283c756c7888	on	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:widget.on(event, handler)
claim:cf0163f1d9536e519c18869b	sum	builtin.Vector	DOMAIN_PACK	STABLE_1_0	N1-PUBLIC-7ae7a24b25ad4bac171a9b3a	NORMATIVE_STABLE_PROFILE	Actual Int64/binary64 lanes, extent 1..64; checked Int sum, native compensated Float sum, explicit population/sample and linearType7 policies; 1536-byte caller workspace isolates conversion/quantile scratch; source values unchanged; native domain/overflow traps and NaN propagation are observed; no source report or synthetic aggregate
claim:cfee2ec777861fbb23525021	shape	builtin.Tensor	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.
claim:d007c078c2c3e323f5cf3605	indexChoice	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-2368d39f043b7711f260ef56	NORMATIVE_STABLE_PROFILE	Contextual alias for g170-scan:indexChoice; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed.
claim:d04c96e1652ec9dcbde68102	sum	builtin.Tensor	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.
claim:d0b6a8b8b001e330f31420ef	dotFlattened	builtin.Matrix	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report
claim:d1068a15c3e074dda9a61dec	kind	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:event.kind()
claim:d15089e6425bfd58b2ee1e3b	add	builtin.Tensor	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.
claim:d1d386364763385ed98ce935	fromTables	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-dedfdc0c797ca0b1f64d38b8	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Dataset.fromTables; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:d2f39b129b1dd314fc858bd1	seed	builtin.Random	STDLIB	STABLE_1_0	N1-PUBLIC-01dbaf023fbcf45cc6e77545	NORMATIVE_STABLE_PROFILE	Explicit SplitMix64 v1 state, no entropy capability; native finite-domain distributions and categorical Float Vector weights; nonnegative Int uniform; shuffle of unique local mutable Int Slice at most 64 lanes; lexical creation/release provenance, separate descriptor/payload frames; sample of Int Vector/local Slice returns canonical List with 0..16 entries; independent seed/value/order oracles and rejected effectful interpolation; no whole-source report
claim:d31b675b1c30ee373abc69a1	style	builtin.visual	DOMAIN_PACK	STABLE_1_0	N1-PUBLIC-adf753b3bb206b47615cab2f	NORMATIVE_STABLE_PROFILE	Spelling alias only; inspect every qualified declaration: g018-declaration:console.style(range, style)
claim:d3c24d021fc9a718e02fe636	axis	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:chart.axis(axis, options)
claim:d3d8d6de73194afe74a0a8de	window	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-ffc869c515073d32e7e42575	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Stream.window; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:d41dbfa820ee0843f5ee5bd4	Text.byteLength	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-7d03e465f5660a0a97738b69	NORMATIVE_STABLE_PROFILE	byteLength(); O(1); MAX_TEXT_BYTES; ; borrowed immutable receiver; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:d44687ceab8f796e02bc5310	coalesce	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-9ac895c95f6ac097ef275144	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Column.coalesce; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:d4664ef38ce331e2e10af535	solve	builtin.Matrix	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report
claim:d57dab5c6bd296989b402a05	minStrength	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-78f145ab1b2f9e0bd35ab69e	NORMATIVE_STABLE_PROFILE	Contextual alias for g170-scan:minStrength; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed.
claim:d5944006021423146a51ff73	Vector	builtin.Vector	DOMAIN_PACK	STABLE_1_0	N1-PUBLIC-6e3c5b75f2db947efa904d58	NORMATIVE_STABLE_PROFILE	Actual Int64/binary64 vector lanes; extent 1..64; typed filled/literal constructors; native vector algorithms and separate owned frames; exact shape/type checks; constant index bounds and dynamic native checks; linked scalar spills preserve RHS allocations; no whole-source report; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite
claim:d625462cb98de7afd1913ea7	indexOf	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-2c73ebde79aec3e38d822b5c	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Schema.indexOf; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:d785dbc264a12187d3df24c4	max	std.math	STDLIB	STABLE_1_0	N1-PUBLIC-4d4eab46ee0b948a613e430d	NORMATIVE_STABLE_PROFILE	Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix
claim:d7e3b4d2a0621f233366f3a4	tan	std.math	STDLIB	STABLE_1_0	N1-PUBLIC-53984f432ac8dfe617d349c3	NORMATIVE_STABLE_PROFILE	Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix
claim:d7f17cd593636cf4d2f40efc	Device	std.devices	DOMAIN_PACK	TARGET_GATED	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	The actual native GPU backend is NONE/UNAVAILABLE and context creation fails with BACKEND_UNSUPPORTED; compiler/sdk/g022_gpu.py explicitly has no authenticated physical GPU/driver. The experimental Device export does not promise a CPU-reference device as physical hardware. No physical device is opened or claimed as runtime coverage. Native owner SHA256=9e29cefae606e8e345393de2d648fb882cff620a5e7dc4f3891b3fe6a37d426c
claim:d868cfc43c050cbac67070fb	Text.equalsAsciiIgnoreCase	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-58522659b358f29d4f405df6	NORMATIVE_STABLE_PROFILE	equalsAsciiIgnoreCase(Text); ASCII only; O(n); ; borrowed immutable receiver and argument; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:d87e5aa71b4e98274d214d47	median	builtin.Vector	DOMAIN_PACK	STABLE_1_0	N1-PUBLIC-78440ca81515bc72149ab339	NORMATIVE_STABLE_PROFILE	Actual Int64/binary64 lanes, extent 1..64; checked Int sum, native compensated Float sum, explicit population/sample and linearType7 policies; 1536-byte caller workspace isolates conversion/quantile scratch; source values unchanged; native domain/overflow traps and NaN propagation are observed; no source report or synthetic aggregate
claim:d9af5dbe5cd58b17c26c06a6	capacity	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-1a11e4e0ce7103e12a5017ad	NORMATIVE_STABLE_PROFILE	Spelling alias for g008-public:Dict.capacity; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:da20bfa83f48811c625e1146	clear	builtin.visual	DOMAIN_PACK	STABLE_1_0	N1-PUBLIC-f5ba79b0421e9cbf01dbff2a	NORMATIVE_STABLE_PROFILE	Spelling alias only; inspect every qualified declaration: g018-declaration:console.clear(); g018-declaration:canvas.clear(color)
claim:dab9d08c0346a6a395720dae	mock	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-c68afd5b8129ed1d60d05c86	NORMATIVE_STABLE_PROFILE	Contextual alias for g170-scan:mock; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed.
claim:dca093f988973a0a07cdd72b	dijkstra	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-459647e7a64c9eb25c96f6e5	NORMATIVE_STABLE_PROFILE	Spelling alias for g009-public:Graph.dijkstra; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:dcf575bdd5c2a2b8f3a8eb1c	scatter	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:Chart.scatter(points)
