canonical_identity	code	native_id	severity	phase	message	span_contract	machine_formats	exit_contract	compatibility
native-catalog:NEBO-RUNTIME-DISTRIBUIDO-E-STREAMING-DISTRIBUIDO-CODEGEN-004	NEBO-RUNTIME-DISTRIBUIDO-E-STREAMING-DISTRIBUIDO-CODEGEN-004	128	1	10	distributed code generation is outside the local simulation profile	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-RUNTIME-DISTRIBUIDO-E-STREAMING-DISTRIBUIDO-RUNTIME-005	NEBO-RUNTIME-DISTRIBUIDO-E-STREAMING-DISTRIBUIDO-RUNTIME-005	129	1	11	ordering backpressure retry timeout loss duplicate or ack invariant failed	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-RUNTIME-DISTRIBUIDO-E-STREAMING-DISTRIBUIDO-SECURITY-006	NEBO-RUNTIME-DISTRIBUIDO-E-STREAMING-DISTRIBUIDO-SECURITY-006	130	1	14	cleanup or authenticated local simulation invariant failed	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_PARSE_NONASSOCIATIVE_CHAIN	NEBO_PARSE_NONASSOCIATIVE_CHAIN	131	1	4	comparison and equality operators cannot be chained without explicit grouping	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-LITERAIS-NUMERICOS-BASES-E-REPRESENTACAO-030	NEBO-LITERAIS-NUMERICOS-BASES-E-REPRESENTACAO-030	132	1	6	break is only valid inside a loop	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-LITERAIS-NUMERICOS-BASES-E-REPRESENTACAO-031	NEBO-LITERAIS-NUMERICOS-BASES-E-REPRESENTACAO-031	133	1	6	continue is only valid inside a loop	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-OPTION-RESULT-NULL-EXTERNO-E-ERROS-TIPADOS-004	NEBO-OPTION-RESULT-NULL-EXTERNO-E-ERROS-TIPADOS-004	134	1	6	Array length must be a compile-time Int in 0..256	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-OPTION-RESULT-NULL-EXTERNO-E-ERROS-TIPADOS-033	NEBO-OPTION-RESULT-NULL-EXTERNO-E-ERROS-TIPADOS-033	135	1	6	collection record capacity exceeded (maximum 16)	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-OPTION-RESULT-NULL-EXTERNO-E-ERROS-TIPADOS-034	NEBO-OPTION-RESULT-NULL-EXTERNO-E-ERROS-TIPADOS-034	136	1	6	collection scalar pool capacity exceeded (maximum 2048)	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_FUNCTION_CALL_CAPACITY	NEBO_FUNCTION_CALL_CAPACITY	137	1	10	direct invocation count exceeds the bounded maximum of 256	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-BINDINGS-CONSTANTES-MUTABILIDADE-E-DEFINITE-ASSIGNMENT-BINDING-TYPE-MISMATCH	NEBO-BINDINGS-CONSTANTES-MUTABILIDADE-E-DEFINITE-ASSIGNMENT-BINDING-TYPE-MISMATCH	138	1	6	binding expression has the wrong public scalar type	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-BINDINGS-CONSTANTES-MUTABILIDADE-E-DEFINITE-ASSIGNMENT-BINDING-NOT-DEFINITELY-INITIALIZED	NEBO-BINDINGS-CONSTANTES-MUTABILIDADE-E-DEFINITE-ASSIGNMENT-BINDING-NOT-DEFINITELY-INITIALIZED	139	1	6	binding is not definitely initialized on every control-flow path	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_CALL_RECURSION_SURFACE	NEBO_CALL_RECURSION_SURFACE	140	1	10	recursive function must use the selected Int receiver, zero-parameter, Int-return surface	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_CALL_RECURSION_SHAPE	NEBO_CALL_RECURSION_SHAPE	141	1	10	recursive function must have one exact if/else base case and one self-call site	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_CALL_RECURSION_NONTAIL	NEBO_CALL_RECURSION_NONTAIL	142	1	10	recursive self-call must be the direct expression of a branch return	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_CALL_RECURSION_FRAME	NEBO_CALL_RECURSION_FRAME	143	1	10	selected recursive function requires an exact 16-byte frame	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_CONTEXT	NEBO_NESTED_CONTEXT	144	1	4	nested helper declaration is only valid directly in a receiver-first outer function body	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_CALL_BEFORE_DECLARATION	NEBO_NESTED_CALL_BEFORE_DECLARATION	145	1	5	nested helper call must appear after its declaration	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_SCOPE	NEBO_NESTED_SCOPE	146	1	5	nested helper is private to its exact declaring outer function	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_DUPLICATE	NEBO_NESTED_DUPLICATE	147	1	5	only one nested helper is permitted per outer function	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_CAPACITY	NEBO_NESTED_CAPACITY	148	1	4	nested helper depth or capacity exceeds the selected one-level bound	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_CAPTURE_UNSUPPORTED	NEBO_NESTED_CAPTURE_UNSUPPORTED	149	1	6	nested helper capture is unsupported; the environment must remain zero bytes	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_ESCAPE	NEBO_NESTED_ESCAPE	150	1	6	nested helper cannot escape or be used as a function value	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_RECURSION	NEBO_NESTED_RECURSION	151	1	10	nested helper recursion is outside the selected acyclic call graph	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_RECURSIVE_OUTER	NEBO_NESTED_RECURSIVE_OUTER	152	1	10	a recursive outer function cannot declare the selected nested helper	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_RECEIVER_UNSUPPORTED	NEBO_NESTED_RECEIVER_UNSUPPORTED	153	1	6	nested helper requires the exact Int.self receiver	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_PARAMETER_UNSUPPORTED	NEBO_NESTED_PARAMETER_UNSUPPORTED	154	1	6	nested helper accepts zero explicit parameters	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_RETURN_UNSUPPORTED	NEBO_NESTED_RETURN_UNSUPPORTED	155	1	6	nested helper must return Int on the selected scalar surface	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_SURFACE	NEBO_NESTED_SURFACE	156	1	10	nested helper body uses a feature outside the selected noncapturing scalar surface	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_NESTED_SYMBOL_COLLISION	NEBO_NESTED_SYMBOL_COLLISION	157	1	13	private nested helper symbol identity collided internally	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_PARSE_CONTROL_HEADER_PARENS_REQUIRED	NEBO_PARSE_CONTROL_HEADER_PARENS_REQUIRED	158	1	4	control header requires parentheses	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_PARSE_CONTROL_HEADER_DELIMITER	NEBO_PARSE_CONTROL_HEADER_DELIMITER	159	1	4	control header requires a closing parenthesis	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-LITERAIS-NUMERICOS-BASES-E-REPRESENTACAO-032	NEBO-LITERAIS-NUMERICOS-BASES-E-REPRESENTACAO-032	160	1	6	while condition must have type Bool	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_ENTRYPOINT_MISSING	NEBO_ENTRYPOINT_MISSING	161	1	5	selected target requires exactly one start()	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_ENTRYPOINT_DUPLICATE	NEBO_ENTRYPOINT_DUPLICATE	162	1	5	selected target declares more than one start()	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_ENTRYPOINT_INVALID_SIGNATURE	NEBO_ENTRYPOINT_INVALID_SIGNATURE	163	1	6	start() violates the frozen entrypoint signature or status contract	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_ENTRYPOINT_AMBIGUOUS	NEBO_ENTRYPOINT_AMBIGUOUS	164	1	5	start() identity is ambiguous in the selected target	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_ENTRYPOINT_FORBIDDEN_FOR_TARGET	NEBO_ENTRYPOINT_FORBIDDEN_FOR_TARGET	165	1	5	library and test targets must not declare start()	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_TUPLE_ARITY	NEBO_TUPLE_ARITY	166	1	6	Tuple arity exceeds the bounded maximum of 8	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_TUPLE_INDEX_OUT_OF_RANGE	NEBO_TUPLE_INDEX_OUT_OF_RANGE	167	1	6	constant Tuple component index is outside its arity	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_TUPLE_NESTING_LIMIT	NEBO_TUPLE_NESTING_LIMIT	168	1	6	Tuple nesting exceeds the bounded maximum depth of 4	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_TUPLE_INVALID_RECEIVER	NEBO_TUPLE_INVALID_RECEIVER	169	1	6	Tuple operation requires a Tuple receiver	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_TUPLE_DUPLICATE_BINDING	NEBO_TUPLE_DUPLICATE_BINDING	170	1	5	Tuple destructuring binding is already initialized in this scope	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_SOURCE_UNICODE_CONFUSABLE	NEBO_SOURCE_UNICODE_CONFUSABLE	171	1	14	confusable Unicode source spelling is forbidden; use the canonical ASCII replacement from the note	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_SOURCE_BIDI_CONTROL	NEBO_SOURCE_BIDI_CONTROL	172	1	14	bidirectional control is forbidden in source syntax; remove the code point shown in the note	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_SOURCE_INVISIBLE_SEPARATOR	NEBO_SOURCE_INVISIBLE_SEPARATOR	173	1	14	invisible source separator is forbidden; use visible ASCII separation	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_SOURCE_COMBINING_MARK	NEBO_SOURCE_COMBINING_MARK	174	1	14	combining mark is forbidden in source syntax; use an exact visible token spelling	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_SOURCE_MALFORMED_UTF8	NEBO_SOURCE_MALFORMED_UTF8	175	1	14	source is not strict UTF-8; replace or remove the invalid byte sequence	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_LEX_RESERVED_SYMBOL	NEBO_LEX_RESERVED_SYMBOL	176	1	3	symbol spelling is RESERVED and has no executable semantics	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_LEX_REJECTED_FORM	NEBO_LEX_REJECTED_FORM	177	1	3	source form is REJECTED; use the explicit canonical migration	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_LEX_BLOCK_COMMENT_DEPTH	NEBO_LEX_BLOCK_COMMENT_DEPTH	178	1	3	nested block comment exceeds the maximum depth of 64	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_USE_AFTER_MOVE	NEBO_USE_AFTER_MOVE	179	1	6	value was moved, dropped or released before this read	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_COPY_UNIQUE	NEBO_COPY_UNIQUE	180	1	6	owned value cannot be copied implicitly; move or clone it explicitly	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_BORROW_CONFLICT	NEBO_BORROW_CONFLICT	181	1	6	mutation or transfer conflicts with an active lexical borrow	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO_CONST_WRITE_FORBIDDEN	NEBO_CONST_WRITE_FORBIDDEN	182	1	6	ConstBinding is immutable and cannot be marked mutable or reassigned	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-E0001	NEBO-E0001	CODE_REGISTRY	1	12	diagnostic.schema.invalid	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-E0002	NEBO-E0002	CODE_REGISTRY	1	12	diagnostic.limit.exceeded	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-W0001	NEBO-W0001	CODE_REGISTRY	2	12	diagnostic.compatibility.warning	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-N0001	NEBO-N0001	CODE_REGISTRY	3	12	diagnostic.context.note	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-H0001	NEBO-H0001	CODE_REGISTRY	5	12	diagnostic.action.help	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
native-catalog:NEBO-ICE-0001	NEBO-ICE-0001	CODE_REGISTRY	4	13	diagnostic.internal.invariant	UTF8 byte half-open; LSP UTF16 conversion	JSON-lines schema 1; SARIF 2.1.0 properties.neboSchema=1; LSP data.schema=1	source error=1; usage/environment=2; internal=101; success=0	Code not reused; severity phase span encoding and field types frozen; message interpolation values may vary
